,solddate,price,beds,baths,sqft,sqftlot,href
"Image for 9 Mayfair Pl, Trumbull, CT 06611 is not found","Sold - Sep 2, 2022","$730,000",4bed,2.5bath,"2,741sqft",1acre lot,/realestateandhomes-detail/9-Mayfair-Pl_Trumbull_CT_06611_M30277-11101
"Image for 3 Stony Hill Ter, Ridgefield, CT 06877 is not found","Sold - Sep 2, 2022","$789,000",4bed,1.5bath,"1,924sqft",1.02acre lot,/realestateandhomes-detail/3-Stony-Hill-Ter_Ridgefield_CT_06877_M42208-33780
"Image for 3 Happy Hill Rd, Stamford, CT 06903 is not found","Sold - Sep 1, 2022","$800,000",4bed,3bath,"3,010sqft",1acre lot,/realestateandhomes-detail/3-Happy-Hill-Rd_Stamford_CT_06903_M32627-06986
"Image for 95 Peaceable St, Redding, CT 06896 is not found","Sold - Sep 1, 2022","$555,000",3bed,1bath,"1,393sqft",2.8acre lot,/realestateandhomes-detail/95-Peaceable-St_Redding_CT_06896_M46696-56751
"Image for 17 Old Stagecoach Rd, Redding, CT 06896 is not found","Sold - Sep 1, 2022","$632,000",3bed,2.5bath,"2,367sqft",2acre lot,/realestateandhomes-detail/17-Old-Stagecoach-Rd_Redding_CT_06896_M43680-71519
"Image for 62 Bob Hill Rd, Ridgefield, CT 06877 is not found","Sold - Sep 1, 2022","$630,000",3bed,2bath,"1,594sqft",1.06acre lot,/realestateandhomes-detail/62-Bob-Hill-Rd_Ridgefield_CT_06877_M48830-01123
"Image for 44 Highview Dr, Ridgefield, CT 06877 is not found","Sold - Aug 30, 2022","$765,000",4bed,1.5bath,"1,858sqft",1.3acre lot,/realestateandhomes-detail/44-Highview-Dr_Ridgefield_CT_06877_M31541-14029
"Image for 55 Stony Brook Dr, Monroe, CT 06468 is not found","Sold - Aug 30, 2022","$510,000",3bed,1.5bath,"1,536sqft",1.55acre lot,/realestateandhomes-detail/55-Stony-Brook-Dr_Monroe_CT_06468_M45627-08387
"Image for 96 Erickson Dr, Stamford, CT 06903 is not found","Sold - Aug 30, 2022","$800,000",4bed,2.5bath,"2,828sqft",1.15acre lot,/realestateandhomes-detail/96-Erickson-Dr_Stamford_CT_06903_M32302-51499
"Image for 47 Craig Dr, Monroe, CT 06468 is not found","Sold - Aug 29, 2022","$440,000",4bed,2.5bath,"2,423sqft",1acre lot,/realestateandhomes-detail/47-Craig-Dr_Monroe_CT_06468_M41570-71753
"Image for 44 E Starrs Plain Rd, Danbury, CT 06810 is not found","Sold - Aug 29, 2022","$575,000",3bed,2.5bath,"2,240sqft",1.89acre lot,/realestateandhomes-detail/44-E-Starrs-Plain-Rd_Danbury_CT_06810_M30587-15142
"Image for 28 Aspen Ledges Rd, Ridgefield, CT 06877 is not found","Sold - Aug 29, 2022","$615,000",3bed,2bath,"1,288sqft",1.21acre lot,/realestateandhomes-detail/28-Aspen-Ledges-Rd_Ridgefield_CT_06877_M36099-81823
"Image for 8 Dawning Ln, Ossining, NY 10562 is not found","Sold - Aug 29, 2022","$720,000",4bed,2.5bath,"2,436sqft",2.06acre lot,/realestateandhomes-detail/8-Dawning-Ln_Ossining_NY_10562_M40515-77586
"Image for 136 Roaring Brook Rd, Chappaqua, NY 10514 is not found","Sold - Aug 29, 2022","$585,000",4bed,2bath,"1,804sqft",1.03acre lot,/realestateandhomes-detail/136-Roaring-Brook-Rd_Chappaqua_NY_10514_M33413-41732
,"Sold - Aug 26, 2022","$710,000",4bed,3bath,"2,390sqft",2.2acre lot,/realestateandhomes-detail/201-Range-Rd_Wilton_CT_06897_M43557-36492
,"Sold - Aug 25, 2022","$630,000",4bed,2.5bath,"2,077sqft",1.01acre lot,/realestateandhomes-detail/11-Strawberry-Hill-Rd_Danbury_CT_06811_M48300-88560
,"Sold - Aug 25, 2022","$522,000",3bed,2.5bath,"1,234sqft",1.19acre lot,/realestateandhomes-detail/12-Cel-Bret-Dr_Danbury_CT_06810_M36435-03685
"Image for 23 Little Brook Ln, Newtown, CT 06470 is not found","Sold - Aug 25, 2022","$475,000",3bed,2bath,"2,265sqft",1.08acre lot,/realestateandhomes-detail/23-Little-Brook-Ln_Newtown_CT_06470_M38129-72744
"Image for 57 Chatham Rd, Stamford, CT 06903 is not found","Sold - Aug 24, 2022","$760,000",4bed,3bath,"2,632sqft",1.03acre lot,/realestateandhomes-detail/57-Chatham-Rd_Stamford_CT_06903_M32917-37155
"Image for 473 Moose Hill Rd, Monroe, CT 06468 is not found","Sold - Aug 23, 2022","$750,000",4bed,2.5+bath,"4,516sqft",2.38acre lot,/realestateandhomes-detail/473-Moose-Hill-Rd_Monroe_CT_06468_M49081-18368
"Image for 4 Red Oak Ln, Norwalk, CT 06850 is not found","Sold - Aug 23, 2022","$760,000",3bed,2.5bath,"2,785sqft",1.1acre lot,/realestateandhomes-detail/4-Red-Oak-Ln_Norwalk_CT_06850_M47582-54160
"Image for 15 Old Kings Hwy, Wilton, CT 06897 is not found","Sold - Aug 23, 2022","$785,000",4bed,2.5bath,"2,816sqft",1.21acre lot,/realestateandhomes-detail/15-Old-Kings-Hwy_Wilton_CT_06897_M46179-49293
"Image for 395 Cross Hill Rd, Monroe, CT 06468 is not found","Sold - Aug 22, 2022","$315,000",3bed,2bath,"1,757sqft",1.09acre lot,/realestateandhomes-detail/395-Cross-Hill-Rd_Monroe_CT_06468_M49486-86459
"Image for 5 Bayberry Hill Rd, Bethel, CT 06801 is not found","Sold - Aug 19, 2022","$525,000",3bed,2.5bath,"1,944sqft",1acre lot,/realestateandhomes-detail/5-Bayberry-Hill-Rd_Bethel_CT_06801_M37439-06358
"Image for 85 McFadden Dr, Wilton, CT 06897 is not found","Sold - Aug 19, 2022","$760,000",4bed,2bath,"2,344sqft",1.02acre lot,/realestateandhomes-detail/85-McFadden-Dr_Wilton_CT_06897_M44418-58085
"Image for 30 Glen Rd, Ridgefield, CT 06877 is not found","Sold - Aug 19, 2022","$619,000",3bed,2bath,"1,435sqft",1.98acre lot,/realestateandhomes-detail/30-Glen-Rd_Ridgefield_CT_06877_M46514-93716
"Image for 20 Harvest Hill Dr, Trumbull, CT 06611 is not found","Sold - Aug 19, 2022","$480,000",3bed,2bath,"2,066sqft",1.17acre lot,/realestateandhomes-detail/20-Harvest-Hill-Dr_Trumbull_CT_06611_M32830-88764
"Image for 1 Rippowam Rd, Ridgefield, CT 06877 is not found","Sold - Aug 19, 2022","$800,000",3bed,3bath,"3,010sqft",3acre lot,/realestateandhomes-detail/1-Rippowam-Rd_Ridgefield_CT_06877_M34902-86948
"Image for 66 Walnut Grove Rd, Ridgefield, CT 06877 is not found","Sold - Aug 18, 2022","$715,000",4bed,1.5bath,"1,600sqft",1acre lot,/realestateandhomes-detail/66-Walnut-Grove-Rd_Ridgefield_CT_06877_M47253-06176
"Image for 180 Riverbank Rd, Stamford, CT 06903 is not found","Sold - Aug 18, 2022","$765,000",4bed,3.5bath,"3,314sqft",2acre lot,/realestateandhomes-detail/180-Riverbank-Rd_Stamford_CT_06903_M36580-35476
"Image for 17 Pine Dr, Pound Ridge, NY 10576 is not found","Sold - Aug 18, 2022","$785,000",5bed,2.5bath,"3,609sqft",2.05acre lot,/realestateandhomes-detail/17-Pine-Dr_Pound-Ridge_NY_10576_M47023-94377
"Image for 13 David Rd, Somers, NY 10589 is not found","Sold - Aug 18, 2022","$725,000",4bed,3bath,"2,548sqft",1.13acre lot,/realestateandhomes-detail/13-David-Rd_Somers_NY_10589_M37723-90591
"Image for 1 Round Lake Rd, Ridgefield, CT 06877 is not found","Sold - Aug 18, 2022","$270,000",3bed,3bath,"1,542sqft",1.24acre lot,/realestateandhomes-detail/1-Round-Lake-Rd_Ridgefield_CT_06877_M41406-89443
"Image for 22 Hawley Ln, Monroe, CT 06468 is not found","Sold - Aug 17, 2022","$750,000",5bed,4bath,"4,000sqft",1.28acre lot,/realestateandhomes-detail/22-Hawley-Ln_Monroe_CT_06468_M43990-10475
"Image for 38 Laurie Rd, Trumbull, CT 06611 is not found","Sold - Aug 17, 2022","$645,000",4bed,3.5+bath,"3,723sqft",1.01acre lot,/realestateandhomes-detail/38-Laurie-Rd_Trumbull_CT_06611_M48608-25961
"Image for 30 Erskine Rd, Stamford, CT 06903 is not found","Sold - Aug 17, 2022","$755,250",4bed,3.5bath,"3,449sqft",1.2acre lot,/realestateandhomes-detail/30-Erskine-Rd_Stamford_CT_06903_M34784-76793
"Image for 470 Daniels Farm Rd, Trumbull, CT 06611 is not found","Sold - Aug 16, 2022","$700,000",3bed,4.5bath,"3,496sqft",2.4acre lot,/realestateandhomes-detail/470-Daniels-Farm-Rd_Trumbull_CT_06611_M44876-09290
"Image for 41 Oak Wood Dr, Monroe, CT 06468 is not found","Sold - Aug 16, 2022","$360,000",3bed,1bath,"1,234sqft",1.18acre lot,/realestateandhomes-detail/41-Oak-Wood-Dr_Monroe_CT_06468_M49441-40014
"Image for 573 Booth Hill Rd, Shelton, CT 06484 is not found","Sold - Aug 16, 2022","$475,325",4bed,2.5bath,"2,390sqft",1.02acre lot,/realestateandhomes-detail/573-Booth-Hill-Rd_Shelton_CT_06484_M39748-33254
"Image for 76 McFadden Dr, Wilton, CT 06897 is not found","Sold - Aug 15, 2022","$640,000",4bed,1.5bath,"1,604sqft",1.1acre lot,/realestateandhomes-detail/76-McFadden-Dr_Wilton_CT_06897_M47386-58572
"Image for 115 Beers Rd, Easton, CT 06612 is not found","Sold - Aug 15, 2022","$560,000",2bed,1.5bath,"1,723sqft",1.09acre lot,/realestateandhomes-detail/115-Beers-Rd_Easton_CT_06612_M31691-48468
"Image for 134 Deforest Rd, Wilton, CT 06897 is not found","Sold - Aug 15, 2022","$745,000",4bed,2.5bath,"2,548sqft",2.23acre lot,/realestateandhomes-detail/134-Deforest-Rd_Wilton_CT_06897_M37633-68442
"Image for 52 Apple Tree Ln, Stamford, CT 06905 is not found","Sold - Aug 15, 2022","$665,000",3bed,2bath,"1,648sqft",1.03acre lot,/realestateandhomes-detail/52-Apple-Tree-Ln_Stamford_CT_06905_M49292-51307
"Image for 121 Guinea Rd, Monroe, CT 06468 is not found","Sold - Aug 15, 2022","$590,000",4bed,2bath,"1,840sqft",2.07acre lot,/realestateandhomes-detail/121-Guinea-Rd_Monroe_CT_06468_M45355-90154
"Image for 114 Warren St, Somers, NY 10589 is not found","Sold - Aug 15, 2022","$700,000",3bed,2bath,"2,126sqft",6.54acre lot,/realestateandhomes-detail/114-Warren-St_Somers_NY_10589_M37685-50273
"Image for 66 Woodbine Dr, Mahopac, NY 10541 is not found","Sold - Aug 15, 2022","$720,000",3bed,3.5bath,"2,639sqft",1.27acre lot,/realestateandhomes-detail/66-Woodbine-Dr_Mahopac_NY_10541_M41625-25206
"Image for 60 Queens Way, Mahopac, NY 10541 is not found","Sold - Aug 15, 2022","$540,000",3bed,2bath,"3,306sqft",3.18acre lot,/realestateandhomes-detail/60-Queens-Way_Mahopac_NY_10541_M40902-29278
"Image for 855 Peekskill Hollow Rd, Putnam Valley, NY 10579 is not found","Sold - Aug 15, 2022","$580,000",3bed,2.5bath,"2,249sqft",1.82acre lot,/realestateandhomes-detail/855-Peekskill-Hollow-Rd_Putnam-Valley_NY_10579_M43258-18330
"Image for 42 Oak Ridge Cir, Mahopac, NY 10541 is not found","Sold - Aug 15, 2022","$674,900",4bed,2.5bath,"3,552sqft",1.95acre lot,/realestateandhomes-detail/42-Oak-Ridge-Cir_Mahopac_NY_10541_M37714-30512
"Image for 284 Whiting Pond Rd, Fairfield, CT 06824 is not found","Sold - Aug 12, 2022","$800,000",4bed,2.5bath,"1,946sqft",2.04acre lot,/realestateandhomes-detail/284-Whiting-Pond-Rd_Fairfield_CT_06824_M42979-22678
"Image for 49 Poverty Hollow Rd, Newtown, CT 06470 is not found","Sold - Aug 10, 2022","$786,000",4bed,3bath,"2,509sqft",7.73acre lot,/realestateandhomes-detail/49-Poverty-Hollow-Rd_Newtown_CT_06470_M31639-63611
"Image for 63 Seth Low Mountain Rd, Ridgefield, CT 06877 is not found","Sold - Aug 10, 2022","$799,000",4bed,2.5bath,"2,704sqft",1.28acre lot,/realestateandhomes-detail/63-Seth-Low-Mountain-Rd_Ridgefield_CT_06877_M43137-71892
"Image for 39 Lorraine Dr, Monroe, CT 06468 is not found","Sold - Aug 10, 2022","$475,000",3bed,1bath,"1,248sqft",1.2acre lot,/realestateandhomes-detail/39-Lorraine-Dr_Monroe_CT_06468_M49867-34986
"Image for 39 Ward Dr S, Danbury, CT 06810 is not found","Sold - Aug 9, 2022","$460,000",3bed,2.5bath,"1,388sqft",1.54acre lot,/realestateandhomes-detail/39-Ward-Dr-S_Danbury_CT_06810_M43138-06193
"Image for 91 Chestnut Ridge Rd, Mahopac, NY 10541 is not found","Sold - Aug 9, 2022","$375,000",6bed,2.5bath,"1,542sqft",1.47acre lot,/realestateandhomes-detail/91-Chestnut-Ridge-Rd_Mahopac_NY_10541_M34312-66989
"Image for 113 Old Dike Rd, Trumbull, CT 06611 is not found","Sold - Aug 8, 2022","$412,500",3bed,1bath,"1,361sqft",1.13acre lot,/realestateandhomes-detail/113-Old-Dike-Rd_Trumbull_CT_06611_M42238-89588
,"Sold - Aug 8, 2022","$750,000",4bed,4bath,"3,634sqft",1acre lot,/realestateandhomes-detail/264-Dundee-Rd_Stamford_CT_06903_M39640-89290
,"Sold - Aug 8, 2022","$488,000",4bed,2.5bath,"2,319sqft",1.01acre lot,/realestateandhomes-detail/811-Daniels-Farm-Rd_Trumbull_CT_06611_M38378-35425
,"Sold - Aug 8, 2022","$642,000",3bed,2bath,"2,222sqft",2acre lot,/realestateandhomes-detail/11-Silversmith-Ln_Redding_CT_06896_M33600-59965
"Image for 24 Lonetown Rd, Redding, CT 06896 is not found","Sold - Aug 8, 2022","$635,000",3bed,2.5bath,"2,154sqft",2.1acre lot,/realestateandhomes-detail/24-Lonetown-Rd_Redding_CT_06896_M42759-01655
"Image for 7 White Birch Rd, Ridgefield, CT 06877 is not found","Sold - Aug 5, 2022","$715,000",4bed,1.5bath,"1,945sqft",1.53acre lot,/realestateandhomes-detail/7-White-Birch-Rd_Ridgefield_CT_06877_M41383-38356
"Image for 34 Minor Rd, Brewster, NY 10509 is not found","Sold - Aug 5, 2022","$719,000",4bed,3bath,"2,658sqft",3.55acre lot,/realestateandhomes-detail/34-Minor-Rd_Brewster_NY_10509_M43455-67292
"Image for 32 Flat Swamp Rd, Newtown, CT 06470 is not found","Sold - Aug 4, 2022","$569,900",4bed,2.5bath,"2,230sqft",1.02acre lot,/realestateandhomes-detail/32-Flat-Swamp-Rd_Newtown_CT_06470_M45830-36179
"Image for 70 Church Rd, Easton, CT 06612 is not found","Sold - Aug 4, 2022","$710,000",4bed,2bath,"2,006sqft",3.19acre lot,/realestateandhomes-detail/70-Church-Rd_Easton_CT_06612_M48760-63177
"Image for 36 Botsford Hill Rd, Newtown, CT 06470 is not found","Sold - Aug 4, 2022","$450,000",3bed,2bath,"1,288sqft",1.15acre lot,/realestateandhomes-detail/36-Botsford-Hill-Rd_Newtown_CT_06470_M37909-11306
"Image for 255 Booth Hill Rd, Trumbull, CT 06611 is not found","Sold - Aug 4, 2022","$480,000",3bed,2bath,"1,458sqft",1.01acre lot,/realestateandhomes-detail/255-Booth-Hill-Rd_Trumbull_CT_06611_M32436-18600
"Image for 15 Chestnut Ridge Rd, Mahopac, NY 10541 is not found","Sold - Aug 4, 2022","$325,000",4bed,2bath,"2,829sqft",8.03acre lot,/realestateandhomes-detail/15-Chestnut-Ridge-Rd_Mahopac_NY_10541_M38119-38592
"Image for 6 Lamppost Dr, Redding, CT 06896 is not found","Sold - Aug 4, 2022","$610,000",4bed,2.5bath,"2,952sqft",2.02acre lot,/realestateandhomes-detail/6-Lamppost-Dr_Redding_CT_06896_M32723-44344
"Image for 11 Tackora Trl, Ridgefield, CT 06877 is not found","Sold - Aug 4, 2022","$549,000",3bed,1.5bath,"1,854sqft",3.52acre lot,/realestateandhomes-detail/11-Tackora-Trl_Ridgefield_CT_06877_M36807-12582
"Image for 80 Wedgewood Dr, Easton, CT 06612 is not found","Sold - Aug 3, 2022","$650,000",3bed,2.5bath,"1,896sqft",1.01acre lot,/realestateandhomes-detail/80-Wedgewood-Dr_Easton_CT_06612_M32035-07667
"Image for 3 Wilderness West Rd, Newtown, CT 06470 is not found","Sold - Aug 3, 2022","$540,000",5bed,2.5bath,"2,607sqft",2.81acre lot,/realestateandhomes-detail/3-Wilderness-West-Rd_Newtown_CT_06470_M37185-89484
"Image for 7 Maltbie Rd, Newtown, CT 06470 is not found","Sold - Aug 3, 2022","$740,000",4bed,3.5bath,"3,033sqft",2acre lot,/realestateandhomes-detail/7-Maltbie-Rd_Newtown_CT_06470_M34113-94948
"Image for 1 Crow Hollow Ln, Westport, CT 06880 is not found","Sold - Aug 2, 2022","$575,000",2bed,1.5bath,916sqft,1acre lot,/realestateandhomes-detail/1-Crow-Hollow-Ln_Westport_CT_06880_M41748-94503
"Image for 233 Saddle Hill Rd, Stamford, CT 06903 is not found","Sold - Aug 2, 2022","$750,000",4bed,3bath,"3,196sqft",1.12acre lot,/realestateandhomes-detail/233-Saddle-Hill-Rd_Stamford_CT_06903_M39249-71423
"Image for 4 Sweetbrier Ln, Monroe, CT 06468 is not found","Sold - Aug 2, 2022","$680,000",4bed,3.5bath,"3,255sqft",1acre lot,/realestateandhomes-detail/4-Sweetbrier-Ln_Monroe_CT_06468_M47636-34733
"Image for 54 Split Level Rd, Ridgefield, CT 06877 is not found","Sold - Aug 2, 2022","$660,000",4bed,2bath,"2,066sqft",1.24acre lot,/realestateandhomes-detail/54-Split-Level-Rd_Ridgefield_CT_06877_M39153-08171
"Image for 4 Annarock Dr, Somers, NY 10589 is not found","Sold - Aug 2, 2022","$585,000",3bed,2bath,"1,880sqft",2.04acre lot,/realestateandhomes-detail/4-Annarock-Dr_Somers_NY_10589_M40910-87005
"Image for 2 Abbotts Hill Rd, Newtown, CT 06470 is not found","Sold - Aug 1, 2022","$790,000",4bed,3.5bath,"2,789sqft",2.21acre lot,/realestateandhomes-detail/2-Abbotts-Hill-Rd_Newtown_CT_06470_M30984-09669
"Image for 7 Highridge Dr, Monroe, CT 06468 is not found","Sold - Aug 1, 2022","$531,900",3bed,1.5bath,"1,734sqft",1.17acre lot,/realestateandhomes-detail/7-Highridge-Dr_Monroe_CT_06468_M45926-47644
"Image for 29 Harvester Rd, Monroe, CT 06468 is not found","Sold - Aug 1, 2022","$600,000",4bed,2.5bath,"2,156sqft",1.01acre lot,/realestateandhomes-detail/29-Harvester-Rd_Monroe_CT_06468_M44342-64056
"Image for 46 West St, Newtown, CT 06470 is not found","Sold - Aug 1, 2022","$750,000",6bed,3.5bath,"3,598sqft",1.13acre lot,/realestateandhomes-detail/46-West-St_Newtown_CT_06470_M31518-14913
"Image for 470 Fan Hill Rd, Monroe, CT 06468 is not found","Sold - Aug 1, 2022","$410,000",3bed,2bath,"2,163sqft",1.95acre lot,/realestateandhomes-detail/470-Fan-Hill-Rd_Monroe_CT_06468_M34258-02346
"Image for 118 Huntingtown Rd, Newtown, CT 06470 is not found","Sold - Aug 1, 2022","$750,000",4bed,2.5+bath,"2,352sqft",2acre lot,/realestateandhomes-detail/118-Huntingtown-Rd_Newtown_CT_06470_M39346-94685
"Image for 241 Old Stagecoach Rd, Ridgefield, CT 06877 is not found","Sold - Aug 1, 2022","$737,000",3bed,2bath,"2,048sqft",1.21acre lot,/realestateandhomes-detail/241-Old-Stagecoach-Rd_Ridgefield_CT_06877_M47574-15079
"Image for 167 Tanton Hill Rd, Ridgefield, CT 06877 is not found","Sold - Aug 1, 2022","$800,000",3bed,3bath,"2,628sqft",1.01acre lot,/realestateandhomes-detail/167-Tanton-Hill-Rd_Ridgefield_CT_06877_M47650-10086
"Image for 26 Russet Rd, Stamford, CT 06903 is not found","Sold - Aug 1, 2022","$780,000",4bed,2.5bath,"2,312sqft",1acre lot,/realestateandhomes-detail/26-Russet-Rd_Stamford_CT_06903_M32735-14109
"Image for 3 Saunders Ln, Ridgefield, CT 06877 is not found","Sold - Aug 1, 2022","$712,500",3bed,2bath,"2,436sqft",1.17acre lot,/realestateandhomes-detail/3-Saunders-Ln_Ridgefield_CT_06877_M45532-12053
"Image for 650 Elm St, Monroe, CT 06468 is not found","Sold - Aug 1, 2022","$575,000",4bed,3.5bath,"2,908sqft",1acre lot,/realestateandhomes-detail/650-Elm-St_Monroe_CT_06468_M44657-83003
"Image for 3756 North St, Fairfield, CT 06824 is not found","Sold - Jul 29, 2022","$700,000",3bed,2.5bath,"1,566sqft",2.43acre lot,/realestateandhomes-detail/3756-North-St_Fairfield_CT_06824_M34140-11787
"Image for 52 Columbine Dr, Trumbull, CT 06611 is not found","Sold - Jul 29, 2022","$425,000",4bed,2bath,"2,300sqft",1.08acre lot,/realestateandhomes-detail/52-Columbine-Dr_Trumbull_CT_06611_M42913-78210
"Image for 1070 Knollwood Rd, White Plains, NY 10603 is not found","Sold - Jul 29, 2022","$725,000",3bed,2bath,"1,802sqft",1.11acre lot,/realestateandhomes-detail/1070-Knollwood-Rd_White-Plains_NY_10603_M41746-12058
"Image for 299 Westover Rd, Stamford, CT 06902 is not found","Sold - Jul 29, 2022","$695,000",3bed,1.5bath,"1,992sqft",1.27acre lot,/realestateandhomes-detail/299-Westover-Rd_Stamford_CT_06902_M44933-40205
"Image for 235 Nod Rd, Ridgefield, CT 06877 is not found","Sold - Jul 28, 2022","$656,000",5bed,3.5+bath,"5,558sqft",2acre lot,/realestateandhomes-detail/235-Nod-Rd_Ridgefield_CT_06877_M43167-22383
"Image for 27 Irmgard Ln, Wilton, CT 06897 is not found","Sold - Jul 28, 2022","$649,000",3bed,3bath,"2,844sqft",1.34acre lot,/realestateandhomes-detail/27-Irmgard-Ln_Wilton_CT_06897_M35613-10760
"Image for 156 Twin Brook Ter, Monroe, CT 06468 is not found","Sold - Jul 28, 2022","$445,000",3bed,1bath,"1,200sqft",1acre lot,/realestateandhomes-detail/156-Twin-Brook-Ter_Monroe_CT_06468_M32238-95470
"Image for 32 Seth Low Mountain Rd, Ridgefield, CT 06877 is not found","Sold - Jul 27, 2022","$645,000",4bed,2bath,"1,232sqft",1.01acre lot,/realestateandhomes-detail/32-Seth-Low-Mountain-Rd_Ridgefield_CT_06877_M36192-23777
"Image for 11 Werf Dr, Redding, CT 06896 is not found","Sold - Jul 26, 2022","$520,000",3bed,1.5bath,"1,248sqft",2.37acre lot,/realestateandhomes-detail/11-Werf-Dr_Redding_CT_06896_M44250-39957
"Image for 63 Pine Mountain Rd, Ridgefield, CT 06877 is not found","Sold - Jul 26, 2022","$680,000",2bed,2bath,"2,053sqft",1.98acre lot,/realestateandhomes-detail/63-Pine-Mountain-Rd_Ridgefield_CT_06877_M31844-82624
,"Sold - Jul 26, 2022","$655,000",4bed,3bath,"2,268sqft",3acre lot,/realestateandhomes-detail/81-Vista-Dr_Easton_CT_06612_M36335-45455
,"Sold - Jul 26, 2022","$485,000",3bed,2bath,"1,851sqft",1.1acre lot,/realestateandhomes-detail/50-Maplewood-Dr_Monroe_CT_06468_M40302-55934
,"Sold - Jul 26, 2022","$621,600",5bed,2.5bath,"2,226sqft",1acre lot,/realestateandhomes-detail/5-Hollow-Spring-Rd_Norwalk_CT_06854_M38350-94009
"Image for 27 Sky Top Rd, Ridgefield, CT 06877 is not found","Sold - Jul 26, 2022","$270,000",3bed,1.5bath,"1,122sqft",1.16acre lot,/realestateandhomes-detail/27-Sky-Top-Rd_Ridgefield_CT_06877_M41072-61892
"Image for 32 Blueberry Dr, Brewster, NY 10509 is not found","Sold - Jul 26, 2022","$350,000",2bed,1bath,"1,833sqft",1.17acre lot,/realestateandhomes-detail/32-Blueberry-Dr_Brewster_NY_10509_M43307-35447
"Image for 23 Great Hill Rd, Newtown, CT 06470 is not found","Sold - Jul 25, 2022","$725,000",4bed,2.5bath,"3,122sqft",2.32acre lot,/realestateandhomes-detail/23-Great-Hill-Rd_Newtown_CT_06470_M34701-74711
"Image for 34 Partrick Ln, Wilton, CT 06897 is not found","Sold - Jul 25, 2022","$590,000",2bed,2bath,"1,536sqft",2.52acre lot,/realestateandhomes-detail/34-Partrick-Ln_Wilton_CT_06897_M49891-81240
"Image for 106 Wyldewood Rd, Easton, CT 06612 is not found","Sold - Jul 25, 2022","$560,000",6bed,4.5+bath,"3,772sqft",3.06acre lot,/realestateandhomes-detail/106-Wyldewood-Rd_Easton_CT_06612_M35074-11612
"Image for 2 Alpine Rd, Monroe, CT 06468 is not found","Sold - Jul 22, 2022","$620,000",4bed,2.5bath,"2,084sqft",1.02acre lot,/realestateandhomes-detail/2-Alpine-Rd_Monroe_CT_06468_M42300-01386
"Image for 37 Nashville Road Ext, Bethel, CT 06801 is not found","Sold - Jul 22, 2022","$640,000",3bed,2.5bath,"2,128sqft",1.45acre lot,/realestateandhomes-detail/37-Nashville-Road-Ext_Bethel_CT_06801_M42618-06384
"Image for 35 Granite Springs Rd, Granite Springs, NY 10527 is not found","Sold - Jul 22, 2022","$700,000",4bed,2bath,"2,362sqft",1.43acre lot,/realestateandhomes-detail/35-Granite-Springs-Rd_Granite-Springs_NY_10527_M49639-29910
"Image for 55 Joes Hill Rd, Danbury, CT 06811 is not found","Sold - Jul 21, 2022","$670,000",4bed,2.5bath,"3,095sqft",1.84acre lot,/realestateandhomes-detail/55-Joes-Hill-Rd_Danbury_CT_06811_M44318-79219
"Image for 122 Aunt Hack Rd, Danbury, CT 06811 is not found","Sold - Jul 21, 2022","$435,000",3bed,3bath,"1,518sqft",1.37acre lot,/realestateandhomes-detail/122-Aunt-Hack-Rd_Danbury_CT_06811_M43760-57803
"Image for 635 Booth Hill Rd, Shelton, CT 06484 is not found","Sold - Jul 20, 2022","$410,000",3bed,1.5bath,"1,296sqft",1.28acre lot,/realestateandhomes-detail/635-Booth-Hill-Rd_Shelton_CT_06484_M43565-59675
